timestamp,symbol,action,price,quantity,sl,tp,trailing_stop,strategy,regime,cash_before,cash_after,position_before,position_after,notes
2025-08-29T21:44:11.022187+00:00,MSFT,enter_short,331.6,75,334.71000000000004,326.935,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:11.123904+00:00,MSFT,enter_short,331.74,75,335.0342857142858,326.7985714285714,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:14.177732+00:00,MSFT,enter_long,333.42,74,332.36857142857144,334.9971428571429,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:14.263407+00:00,MSFT,enter_long,334.23,74,332.52964285714285,336.4971428571429,,SMAStrategy,normal,,,,,
2025-08-29T21:44:14.359181+00:00,MSFT,enter_long,333.81,74,332.1278571428571,336.05285714285714,,SMAStrategy,normal,,,,,
2025-08-29T21:44:15.904667+00:00,MSFT,enter_short,331.96,75,335.0185714285714,327.3721428571428,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:15.977050+00:00,MSFT,enter_short,332.16,75,335.4814285714286,327.1778571428572,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:16.084575+00:00,MSFT,enter_short,332.47,75,335.4257142857143,328.0364285714286,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:17.710920+00:00,MSFT,enter_long,332.76,75,328.89428571428573,338.55857142857144,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:17.795280+00:00,MSFT,enter_long,332.68,75,328.8457142857143,338.43142857142857,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:17.905530+00:00,MSFT,enter_long,332.76,75,329.11857142857144,338.22214285714284,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:20.041318+00:00,MSFT,enter_short,333.17,74,337.1071428571429,327.26428571428573,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:20.140014+00:00,MSFT,enter_short,333.58,74,337.7285714285714,327.35714285714283,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:20.232087+00:00,MSFT,enter_short,333.44,74,337.7285714285714,327.00714285714287,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:20.435101+00:00,MSFT,enter_long,333.4,74,329.1485714285714,339.77714285714285,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:20.534672+00:00,MSFT,enter_long,333.22,74,329.17,339.295,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:20.632378+00:00,MSFT,enter_long,333.48,74,329.66,339.21000000000004,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:22.852968+00:00,MSFT,enter_short,333.86,74,335.7532142857143,331.3357142857143,,SMAStrategy,normal,,,,,
2025-08-29T21:44:22.951946+00:00,AAPL,enter_long,299.19,83,298.00357142857143,300.96964285714284,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:22.969055+00:00,MSFT,enter_short,334.2,74,336.1060714285714,331.6585714285714,,SMAStrategy,normal,,,,,
2025-08-29T21:44:23.056593+00:00,AAPL,enter_long,299.22,83,298.06928571428574,300.94607142857143,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:23.073367+00:00,MSFT,enter_short,333.55,74,335.58464285714285,330.83714285714285,,SMAStrategy,normal,,,,,
2025-08-29T21:44:23.152258+00:00,AAPL,enter_long,299.34,83,298.2707142857143,300.94392857142856,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:23.356035+00:00,AAPL,enter_short,298.43,83,299.6542857142857,296.59357142857147,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:23.460578+00:00,AAPL,enter_short,299.5,83,301.4789285714286,296.8614285714286,,SMAStrategy,normal,,,,,
2025-08-29T21:44:23.568292+00:00,AAPL,enter_short,300.35,83,302.4328571428572,297.5728571428572,,SMAStrategy,normal,,,,,
2025-08-29T21:44:23.767404+00:00,MSFT,enter_long,334.95,74,331.71285714285716,339.80571428571426,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:23.863507+00:00,MSFT,enter_long,335.15,74,331.9528571428571,339.94571428571425,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:23.966004+00:00,MSFT,enter_long,335.46,74,332.25714285714287,340.2642857142857,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:26.290813+00:00,MSFT,enter_short,335.07,74,336.9792857142857,332.5242857142857,,SMAStrategy,normal,,,,,
2025-08-29T21:44:26.393658+00:00,MSFT,enter_short,335.41,74,336.5414285714286,333.71285714285716,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:26.501939+00:00,MSFT,enter_short,335.09,74,336.9553571428571,332.60285714285715,,SMAStrategy,normal,,,,,
2025-08-29T21:44:27.093913+00:00,AAPL,enter_long,300.14,83,297.68535714285713,303.41285714285715,,SMAStrategy,normal,,,,,
2025-08-29T21:44:27.193263+00:00,AAPL,enter_long,301.01,82,298.5875,304.24,,SMAStrategy,normal,,,,,
